Ângulo               S3/S1              Tempo                 X               V
44.0848409750891     0.869699995766441     0     -10     -10
44.0715792692266     0.869651662833433     0     -10     -10
44.0583176267565     0.869865460796868     0     -10     -10
44.0450560485848     0.869861956696795     0     -10     -10
44.0317945356177     0.869639631006981     0     -10     -10
44.0185330887614     0.869796547762903     0     -10     -10
44.0052717089222     0.86944774796576     0     -10     -10
43.9920103970062     0.869704307155752     0     -10     -10
43.9787491539198     0.86924485486387     0     -10     -10
43.9654879805692     0.869565696580471     0     -10     -10
43.9522268778607     0.869411733623821     0     -10     -10
43.9389658467008     0.869466817954297     0     -10     -10
43.9257048879957     0.869333005862359     0     -10     -10
43.912444002652     0.869401953139425     0     -10     -10
43.8991831915758     0.869236291302977     0     -10     -10
43.8859224556739     0.869356162829915     0     -10     -10
43.8726617958525     0.869030898625361     0     -10     -10
43.8594012130182     0.869280760197117     0     -10     -10
43.8461407080776     0.86902094200558     0     -10     -10
43.8328802819372     0.868990926676753     0     -10     -10
43.8196199355036     0.869097019154903     0     -10     -10
43.8063596696833     0.868726735444864     0     -10     -10
43.7930994853832     0.869149021458905     0     -10     -10
43.7798393835097     0.868849145889983     0     -10     -10
43.7665793649697     0.869033776836916     0     -10     -10
43.7533194306699     0.868786180069164     0     -10     -10
43.7400595815169     0.868836077355768     0     -10     -10
43.7267998184177     0.868392264585427     0     -10     -10
43.7135401422791     0.868428037950775     0     -10     -10
43.7002805540078     0.868718999473888     0     -10     -10
43.6870210545109     0.868957427871048     0     -10     -10
43.6737616446951     0.868712734636709     0     -10     -10
43.6605023254675     0.868926149253165     0     -10     -10
43.6472430977351     0.868534519020439     0     -10     -10
43.6339839624049     0.868567044239433     0     -10     -10
43.6207249203839     0.868682500225374     0     -10     -10
43.6074659725792     0.869001646695468     0     -10     -10
43.5942071198979     0.868672622490103     0     -10     -10
43.5809483632472     0.868602480146464     0     -10     -10
43.5676897035343     0.86798525048852     0     -10     -10
43.5544311416664     0.86756854795995     0     -10     -10
43.5411726785508     0.867920002997144     0     -10     -10
43.5279143150947     0.867427187342442     0     -10     -10
43.5146560522055     0.86803916100622     0     -10     -10
43.5013978907905     0.868571482748563     0     -10     -10
43.4881398317573     0.868661488958549     0     -10     -10
43.4748818760131     0.868343425262199     0     -10     -10
43.4616240244654     0.868575400242784     0     -10     -10
43.4483662780219     0.868530036440878     0     -10     -10
43.43510863759     0.86837838845654     0     -10     -10
43.4218511040773     0.868575643504404     0     -10     -10
43.4085936783915     0.868306567490781     0     -10     -10
43.3953363614402     0.868217477872184     0     -10     -10
43.3820791541312     0.868321164399227     0     -10     -10
43.3688220573721     0.868417044930671     0     -10     -10
43.3555650720708     0.868442026605729     0     -10     -10
43.3423081991352     0.868423833771197     0     -10     -10
43.3290514394729     0.868374007575753     0     -10     -10
43.3157947939921     0.868348715424976     0     -10     -10
43.3025382636006     0.868205726418556     0     -10     -10
43.2892818492064     0.867975103271141     0     -10     -10
43.2760255517175     0.868282751144934     0     -10     -10
43.2627693720421     0.868160598183161     0     -10     -10
43.2495133110882     0.868121234730692     0     -10     -10
43.236257369764     0.868171691956156     0     -10     -10
43.2230015489777     0.868116765587143     0     -10     -10
43.2097458496376     0.868193229015271     0     -10     -10
43.1964902726519     0.868127747208493     0     -10     -10
43.183234818929     0.868332546224494     0     -10     -10
43.1699794893773     0.868082554119074     0     -10     -10
43.1567242849051     0.868107673976961     0     -10     -10
43.1434692064209     0.868072070299451     0     -10     -10
43.1302142548334     0.868154659223972     0     -10     -10
43.1169594310509     0.868135010376428     0     -10     -10
43.1037047359822     0.868179330563444     0     -10     -10
43.0904501705359     0.867896048580446     0     -10     -10
43.0771957356206     0.867959599992829     0     -10     -10
43.0639414321452     0.867878020278347     0     -10     -10
43.0506872610184     0.867978557136657     0     -10     -10
43.0374332231491     0.867925222225803     0     -10     -10
43.0241793194461     0.86800738159683     0     -10     -10
43.0109255508184     0.868099745038224     0     -10     -10
42.9976719181749     0.86792586389044     0     -10     -10
42.9844184224248     0.868259049689715     0     -10     -10
42.9711650644771     0.867644232340858     0     -10     -10
42.9579118452409     0.868043216611096     0     -10     -10
42.9446587656254     0.86769747355727     0     -10     -10
42.9314058265398     0.867960636896031     0     -10     -10
42.9181530288935     0.867866950542655     0     -10     -10
42.9049003735958     0.867872743387942     0     -10     -10
42.891647861556     0.867776291786412     0     -10     -10
42.8783954936836     0.867814984302994     0     -10     -10
42.865143270888     0.867775636208685     0     -10     -10
42.8518911940789     0.867664345402178     0     -10     -10
42.8386392641659     0.867684576199084     0     -10     -10
42.8253874820585     0.867938949533605     0     -10     -10
42.8121358486664     0.867525591909128     0     -10     -10
42.7988843648995     0.867743079671796     0     -10     -10
42.7856330316676     0.867740698912283     0     -10     -10
42.7723818498804     0.86770695104367     0     -10     -10
42.759130820448     0.867533861160135     0     -10     -10
42.7458799442802     0.867778047314577     0     -10     -10
42.7326292222872     0.867890079633135     0     -10     -10
42.719378655379     0.867596484860125     0     -10     -10
42.7061282444657     0.867679404550162     0     -10     -10
42.6928779904575     0.867716041138194     0     -10     -10
42.6796278942648     0.867633536950065     0     -10     -10
42.6663779567977     0.867605095538235     0     -10     -10
42.6531281789667     0.867662549602376     0     -10     -10
42.6398785616822     0.867559332052751     0     -10     -10
42.6266291058547     0.867536826228604     0     -10     -10
42.6133798123947     0.86764424106044     0     -10     -10
42.6001306822128     0.867523232159675     0     -10     -10
42.5868817162196     0.867504256427261     0     -10     -10
42.573632915326     0.867767123281262     0     -10     -10
42.5603842804426     0.867191185515312     0     -10     -10
42.5471358124802     0.867741023282481     0     -10     -10
42.5338875123499     0.867340352142386     0     -10     -10
42.5206393809625     0.867624191749859     0     -10     -10
42.5073914192291     0.867266374395456     0     -10     -10
42.4941436280607     0.867451508795236     0     -10     -10
42.4808960083686     0.867251024392271     0     -10     -10
42.4676485610637     0.867599608407471     0     -10     -10
42.4544012870576     0.867462709004896     0     -10     -10
42.4411541872613     0.867437683922219     0     -10     -10
42.4279072625865     0.867392622026917     0     -10     -10
42.4146605139445     0.867009057112243     0     -10     -10
42.4014139422467     0.867595283055696     0     -10     -10
42.3881675484049     0.867137279653388     0     -10     -10
42.3749213333306     0.867192980789962     0     -10     -10
42.3616752979356     0.866998770193377     0     -10     -10
42.3484294431316     0.867326489166741     0     -10     -10
42.3351837698304     0.867171752687437     0     -10     -10
42.3219382789441     0.86671524314277     0     -10     -10
42.3086929713844     0.867256924039032     0     -10     -10
42.2954478480635     0.866970152147854     0     -10     -10
42.2822029098935     0.867241527563937     0     -10     -10
42.2689581577864     0.866922624009125     0     -10     -10
42.2557135926547     0.867074682230165     0     -10     -10
42.2424692154105     0.866889842413715     0     -10     -10
42.2292250269662     0.866615821617377     0     -10     -10
42.2159810282344     0.867127893986917     0     -10     -10
42.2027372201273     0.866638925769593     0     -10     -10
42.1894936035578     0.866784240344485     0     -10     -10
42.1762501794383     0.866892018345819     0     -10     -10
42.1630069486816     0.866666497205836     0     -10     -10
42.1497639122005     0.867004875235225     0     -10     -10
42.1365210709078     0.866603072901137     0     -10     -10
42.1232784257165     0.866486924846614     0     -10     -10
42.1100359775395     0.866840392172376     0     -10     -10
42.09679372729     0.866547576723684     0     -10     -10
42.083551675881     0.866643488191625     0     -10     -10
42.0703098242257     0.866815978406319     0     -10     -10
42.0570681732375     0.866387872641058     0     -10     -10
42.0438267238296     0.866661466567315     0     -10     -10
42.0305854769156     0.866406684914345     0     -10     -10
42.0173444334088     0.866211680942559     0     -10     -10
42.0041035942229     0.866575965443342     0     -10     -10
41.9908629602715     0.8664592208755     0     -10     -10
41.9776225324684     0.866501455828184     0     -10     -10
41.9643823117272     0.866782974897031     0     -10     -10
41.9511422989619     0.866391239890165     0     -10     -10
41.9379024950865     0.866689607936307     0     -10     -10
41.9246629010149     0.866966466639427     0     -10     -10
41.9114235176612     0.866621703371241     0     -10     -10
41.8981843459396     0.866731950828784     0     -10     -10
41.8849453867643     0.866148133198467     0     -10     -10
41.8717066410497     0.866379821744666     0     -10     -10
41.8584681097102     0.866732794904885     0     -10     -10
41.8452297936601     0.865754024849017     0     -10     -10
41.8319916938142     0.865676412420314     0     -10     -10
41.8187538110869     0.865443432940194     0     -10     -10
41.8055161463931     0.864722158550904     0     -10     -10
41.7922787006474     0.861856610100475     0     -10     -10
41.7790414747648     0.856635130003973     0     -10     -10
41.7658044696602     0.851436460646597     0     -10     -10
41.7525676862486     0.815679907211907     0     -10     -10
41.7393311254452     0.727379203071121     0     -10     -10
41.726094788165     0.630492566269368     0     -10     -10
41.7128586753234     0.630692593667005     0     -10     -10
41.6996227878358     0.720654922203928     0     -10     -10
41.6863871266174     0.794512941816795     0     -10     -10
41.673151692584     0.811989308910021     0     -10     -10
41.6599164866509     0.803470434944507     0     -10     -10
41.646681509734     0.791633335045665     0     -10     -10
41.6334467627489     0.772991625140437     0     -10     -10
41.6202122466115     0.738216302425783     0     -10     -10
41.6069779622377     0.656681893939317     0     -10     -10
41.5937439105435     0.512580675380035     0     -10     -10
41.580510092445     0.431846827377806     0     -10     -10
41.5672765088584     0.470302259779569     0     -10     -10
41.5540431606999     0.555624159462695     0     -10     -10
41.5408100488858     0.625303713969748     0     -10     -10
41.5275771743327     0.674302254010307     0     -10     -10
41.5143445379569     0.716710638099292     0     -10     -10
41.5011121406751     0.734181370253893     0     -10     -10
41.487879983404     0.737637255587616     0     -10     -10
41.4746480670603     0.744476609906119     0     -10     -10
41.4614163925608     0.752201251358962     0     -10     -10
41.4481849608227     0.745665521816459     0     -10     -10
41.4349537727627     0.730338437663237     0     -10     -10
41.4217228292982     0.721267184151912     0     -10     -10
41.4084921313462     0.71549723343077     0     -10     -10
41.395261679824     0.694705435864701     0     -10     -10
41.3820314756491     0.643997918962531     0     -10     -10
41.368801519739     0.574506782084291     0     -10     -10
41.3555718130111     0.489877572659244     0     -10     -10
41.3423423563831     0.416984483570546     0     -10     -10
41.3291131507728     0.364594647023312     0     -10     -10
41.315884197098     0.339872771996523     0     -10     -10
41.3026554962766     0.351580865042576     0     -10     -10
41.2894270492266     0.411428301643406     0     -10     -10
41.2761988568661     0.48037882830472     0     -10     -10
41.2629709201134     0.511700580819005     0     -10     -10
41.2497432398867     0.543826490574846     0     -10     -10
41.2365158171043     0.591922806624765     0     -10     -10
41.2232886526848     0.624133378769764     0     -10     -10
41.2100617475467     0.626721532274082     0     -10     -10
41.1968351026086     0.635942410332392     0     -10     -10
41.1836087187894     0.655900582042497     0     -10     -10
41.1703825970079     0.659015909130439     0     -10     -10
41.1571567381829     0.644358478678291     0     -10     -10
41.1439311432336     0.63657270429854     0     -10     -10
41.130705813079     0.638614110173408     0     -10     -10
41.1174807486384     0.616917732999322     0     -10     -10
41.1042559508312     0.580371033152183     0     -10     -10
41.0910314205766     0.549886636159339     0     -10     -10
41.0778071587943     0.516379794381487     0     -10     -10
41.0645831664038     0.454554627909299     0     -10     -10
41.0513594443248     0.387091965008373     0     -10     -10
41.0381359934772     0.322249994764235     0     -10     -10
41.0249128147808     0.27131706823939     0     -10     -10
41.0116899091557     0.234243874656887     0     -10     -10
40.9984672775219     0.215278248832769     0     -10     -10
40.9852449207996     0.188663141498137     0     -10     -10
40.9720228399091     0.200866570630103     0     -10     -10
40.9588010357708     0.254911957003028     0     -10     -10
40.9455795093053     0.274204298239167     0     -10     -10
40.932358261433     0.29704876882543     0     -10     -10
40.9191372930747     0.359191083675693     0     -10     -10
40.9059166051511     0.401658106145304     0     -10     -10
40.8926961985833     0.41185133474746     0     -10     -10
40.8794760742921     0.449815531108597     0     -10     -10
40.8662562331986     0.484449694576786     0     -10     -10
40.8530366762241     0.488689431228501     0     -10     -10
40.8398174042898     0.489418710877647     0     -10     -10
40.8265984183172     0.510358615640875     0     -10     -10
40.8133797192277     0.512142929228222     0     -10     -10
40.800161307943     0.491497178872555     0     -10     -10
40.7869431853848     0.487290409143685     0     -10     -10
40.7737253524748     0.483085350105901     0     -10     -10
40.7605078101351     0.45344562281912     0     -10     -10
40.7472905592876     0.421308924879129     0     -10     -10
40.7340736008544     0.40391526591907     0     -10     -10
40.7208569357578     0.368785358678293     0     -10     -10
40.7076405649202     0.326723030052772     0     -10     -10
40.6944244892639     0.284102218910197     0     -10     -10
40.6812087097115     0.25127883960927     0     -10     -10
40.6679932271857     0.208548956495157     0     -10     -10
40.6547780426093     0.182468458770559     0     -10     -10
40.6415631569051     0.153922851724569     0     -10     -10
40.628348570996     0.13349793890164     0     -10     -10
40.6151342858053     0.13453031295783     0     -10     -10
40.601920302256     0.134481382218013     0     -10     -10
40.5887066212714     0.129063596231388     0     -10     -10
40.5754932437751     0.155474927486901     0     -10     -10
40.5622801706905     0.185638260463288     0     -10     -10
40.5490674029412     0.192855125997508     0     -10     -10
40.5358549414509     0.217691835554826     0     -10     -10
40.5226427871436     0.26090421015349     0     -10     -10
40.5094309409432     0.281503527782988     0     -10     -10
40.4962194037737     0.292712216630214     0     -10     -10
40.4830081765594     0.331999449323552     0     -10     -10
40.4697972602245     0.352631562742112     0     -10     -10
40.4565866556934     0.351184186196135     0     -10     -10
40.4433763638906     0.366164259410936     0     -10     -10
40.4301663857409     0.389752503373554     0     -10     -10
40.4169567221688     0.387322485501077     0     -10     -10
40.4037473740993     0.378578388750237     0     -10     -10
40.3905383424574     0.388731973379903     0     -10     -10
40.3773296281681     0.392894156894407     0     -10     -10
40.3641212321566     0.375510187628331     0     -10     -10
